id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01KFEHAKM3JNAB6T75AF59R2WG,2,2026-01-20T20:42:48.882550435Z,01KFEHAKK9QMW81MWT2FF1CSZA,2026-01-20T20:25:19.747960069Z,true,2026-01-20T20:46:01.594055691Z,disconnected,2026-01-20T20:46:01.502303816Z,01KFEHAKNVAG8NRSKTBZGMSZKZ,2026-01-20T20:25:19.80596708Z,01KFEJ6VQP4TYQZKRKERQ6T11R,2026-01-20T20:40:45.568343143Z,12,2026-01-20T20:42:49.119535199Z,null,2026-01-20T20:46:01.594055691Z,true,2026-01-20T20:42:48.882550435Z,true,2026-01-20T20:42:48.882550435Z,ended,2026-01-20T20:46:01.502303816Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:19.747960069Z,CG_cooperate,2026-01-20T20:25:19.747960069Z
01KFEHAKXJ10EJRCGF487MPEAV,2,2026-01-20T20:47:13.451195278Z,01KFEHAKWNS08RQENHQ36ND5GA,2026-01-20T20:25:20.050365342Z,true,2026-01-20T20:52:55.047493607Z,disconnected,2026-01-20T20:52:54.815146499Z,01KFEHAKZ2N3Z6GH1ZQ2RXA641,2026-01-20T20:25:20.101109228Z,01KFEJJE9SGM910H67RKQNANAH,2026-01-20T20:47:05.022919295Z,12,2026-01-20T20:47:13.570363166Z,null,2026-01-20T20:52:55.047493607Z,true,2026-01-20T20:47:13.451195278Z,true,2026-01-20T20:47:13.451195278Z,ended,2026-01-20T20:52:54.815146499Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.050365342Z,noCG_selfish,2026-01-20T20:25:20.050365342Z
01KFEHAKXRHSJ1AHAHDK0DQA4P,2,2026-01-20T20:42:25.711403333Z,01KFEHAKWNS08RQENHQ36ND5GA,2026-01-20T20:25:20.056874209Z,true,2026-01-20T20:45:05.292328882Z,disconnected,2026-01-20T20:45:05.022690967Z,01KFEHAM1YAZ12YCGACMJVMV1H,2026-01-20T20:25:20.193377207Z,01KFEJ9B9VNFKKF2HVGRVE7DS8,2026-01-20T20:42:07.041233868Z,12,2026-01-20T20:42:25.841659827Z,null,2026-01-20T20:45:05.292328882Z,true,2026-01-20T20:42:25.711403333Z,true,2026-01-20T20:42:25.711403333Z,ended,2026-01-20T20:45:05.022690967Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.056874209Z,noCG_cooperate,2026-01-20T20:25:20.056874209Z
01KFEDCAVZJC7DD4AH1B24TEC6,2,2026-01-20T19:56:20.232796101Z,01KFEDCAVEZK3QD8ZFC2PP83WE,2026-01-20T19:16:22.015637353Z,true,2026-01-20T20:00:47.36741438Z,end of game,2026-01-20T20:00:47.389832733Z,01KFEDCAXNG8RE00X7JPWTTB9G,2026-01-20T19:16:22.071349293Z,01KFEFG4ESQRZPS722R40GF0VC,2026-01-20T19:53:23.677608638Z,12,2026-01-20T19:56:20.300899884Z,null,2026-01-20T20:00:47.36741438Z,true,2026-01-20T19:56:20.232796101Z,true,2026-01-20T19:56:20.232796101Z,ended,2026-01-20T20:00:47.389832733Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:22.015637353Z,noCG_cooperate,2026-01-20T19:16:22.015637353Z
01KFEDCB85NRAF0XG25ABR62N5,2,2026-01-20T19:33:46.29336445Z,01KFEDCB7P38BTZ4ACVDP6P0XN,2026-01-20T19:16:22.405325832Z,true,2026-01-20T19:37:43.46732099Z,end of game,2026-01-20T19:37:43.479197038Z,01KFEDCB9F0V891FH3WQ1XMPS7,2026-01-20T19:16:22.473194409Z,01KFEEC2CSHS878Y7AHK2HWJM9,2026-01-20T19:33:41.919585446Z,12,2026-01-20T19:33:46.352693913Z,null,2026-01-20T19:37:43.46732099Z,true,2026-01-20T19:33:46.29336445Z,true,2026-01-20T19:33:46.29336445Z,ended,2026-01-20T19:37:43.479197038Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:22.405325832Z,noCG_selfish,2026-01-20T19:16:22.405325832Z
01KFEDCB85NRAF0XG25Q35KE03,,,01KFEDCB7P38BTZ4ACVDP6P0XN,2026-01-20T19:16:22.40599629Z,false,2026-01-20T19:16:22.40599629Z,shared lobby timeout,2026-01-20T19:35:44.251875092Z,01KFEDCBC1KMEMP60TKHPNTB6X,2026-01-20T19:16:22.53154535Z,01KFEE6MWP60RJZW9BJM02YRKE,2026-01-20T19:30:44.249826039Z,,,,,false,2026-01-20T19:16:22.40599629Z,,,failed,2026-01-20T19:35:44.251875092Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:22.40599629Z,CG_selfish,2026-01-20T19:16:22.40599629Z
01KFEDCC2H4Q6K3D4MB3YZWMX6,,,01KFEDCC1ZHDDN3CP9JWF4PGTF,2026-01-20T19:16:23.249429086Z,false,2026-01-20T19:16:23.249429086Z,shared lobby timeout,2026-01-20T19:28:34.910379977Z,01KFEDCC3GHBFX7DGYEHZXFH9V,2026-01-20T19:16:23.282186152Z,01KFEDSHKRZXTY02TFT4G1NJT7,2026-01-20T19:23:34.908151379Z,,,,,false,2026-01-20T19:16:23.249429086Z,,,failed,2026-01-20T19:28:34.910379977Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.249429086Z,noCG_selfish,2026-01-20T19:16:23.249429086Z
01KFEDCCBDJ82W4YK2PN7VDTAX,2,2026-01-20T19:34:53.148677023Z,01KFEDCCAW3ZY6KSKNHTKZ971F,2026-01-20T19:16:23.53362164Z,true,2026-01-20T19:39:56.077985911Z,end of game,2026-01-20T19:39:56.091432298Z,01KFEDCCCTWBDENFPJMCA6WR5V,2026-01-20T19:16:23.581454297Z,01KFEEDKK4VD278DZ9P06BABTA,2026-01-20T19:34:32.298782458Z,12,2026-01-20T19:34:53.18934265Z,null,2026-01-20T19:39:56.077985911Z,true,2026-01-20T19:34:53.148677023Z,true,2026-01-20T19:34:53.148677023Z,ended,2026-01-20T19:39:56.091432298Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.53362164Z,noCG_selfish,2026-01-20T19:16:23.53362164Z
01KFEHA1QDYX27N1S60Z95NKD9,2,2026-01-20T20:32:31.125280609Z,01KFEHA1MRJDJA6FNTED28Z8HF,2026-01-20T20:25:01.421694496Z,true,2026-01-20T20:35:49.782299545Z,end of game,2026-01-20T20:35:49.809394638Z,01KFEHA1SSQXYAEPWDAH5KSPAA,2026-01-20T20:25:01.499531279Z,01KFEHQ2AG04EPK4H34YZH6W69,2026-01-20T20:32:08.02239884Z,12,2026-01-20T20:32:31.189109099Z,null,2026-01-20T20:35:49.782299545Z,true,2026-01-20T20:32:31.125280609Z,true,2026-01-20T20:32:31.125280609Z,ended,2026-01-20T20:35:49.809394638Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.421694496Z,CG_cooperate,2026-01-20T20:25:01.421694496Z
01KFEDCB0ZXMACCYEFCBJD6NZ9,2,2026-01-20T19:26:07.109018135Z,01KFEDCB0G5KS91T4MD9JTDSA4,2026-01-20T19:16:22.17592752Z,true,2026-01-20T19:26:16.22032415Z,disconnected,2026-01-20T19:26:16.192252585Z,01KFEDCB1SPK6D3YJSM809Q084,2026-01-20T19:16:22.202774108Z,01KFEDXWDMZ50D37VJPWW6XCGY,2026-01-20T19:25:57.050046639Z,12,2026-01-20T19:26:07.150981144Z,null,2026-01-20T19:26:16.22032415Z,true,2026-01-20T19:26:07.109018135Z,true,2026-01-20T19:26:07.109018135Z,ended,2026-01-20T19:26:16.192252585Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:22.17592752Z,CG_cooperate,2026-01-20T19:16:22.17592752Z
01KFEDCCR5FQASZMM0KRVXE0BB,,,01KFEDCCQHYNX4NRQZ9PZZ2SNP,2026-01-20T19:16:23.94126612Z,false,2026-01-20T19:16:23.94126612Z,batch ended,2026-01-20T19:35:40.241401553Z,01KFEDCCT26Y9KJ0ZJWXV1VC8A,2026-01-20T19:16:24.003734808Z,,,,,,,false,2026-01-20T19:16:23.94126612Z,,,terminated,2026-01-20T19:35:40.241401553Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.94126612Z,noCG_cooperate,2026-01-20T19:16:23.94126612Z
01KFEHAKMHNYFE3MQRK8FHXJ0Z,2,2026-01-20T20:46:20.368472563Z,01KFEHAKK9QMW81MWT2FF1CSZA,2026-01-20T20:25:19.762010603Z,true,2026-01-20T20:49:07.718385229Z,disconnected,2026-01-20T20:49:07.628816677Z,01KFEHAKT8C8GHDMNDKS9P4BEY,2026-01-20T20:25:19.947278491Z,01KFEJH0FJ5295TY1ZFVQXE80K,2026-01-20T20:46:18.104013773Z,12,2026-01-20T20:46:20.495359258Z,null,2026-01-20T20:49:07.718385229Z,true,2026-01-20T20:46:20.368472563Z,true,2026-01-20T20:46:20.368472563Z,ended,2026-01-20T20:49:07.628816677Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:19.762010603Z,noCG_selfish,2026-01-20T20:25:19.762010603Z
01KFEHAKXZ2D55CPVCZM6D4RJ0,2,2026-01-20T20:43:57.060059831Z,01KFEHAKWNS08RQENHQ36ND5GA,2026-01-20T20:25:20.06327346Z,true,2026-01-20T20:47:25.675872284Z,disconnected,2026-01-20T20:47:25.586631008Z,01KFEHAM364Q5E7S9GE2WZR4KD,2026-01-20T20:25:20.23291521Z,01KFEJB88NB8FFARWBGAYQ14H3,2026-01-20T20:43:09.466885191Z,12,2026-01-20T20:43:57.157899246Z,null,2026-01-20T20:47:25.675872284Z,true,2026-01-20T20:43:57.060059831Z,true,2026-01-20T20:43:57.060059831Z,ended,2026-01-20T20:47:25.586631008Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.06327346Z,CG_cooperate,2026-01-20T20:25:20.06327346Z
01KFEJ5CQQ00MKPGMA298B0BDM,2,2026-01-20T20:59:44.823692667Z,01KFEJ5CPJ5RGARFNN6Z0PCT4Q,2026-01-20T20:39:57.431841665Z,false,2026-01-20T20:39:57.431841665Z,,,01KFEJ5CV89GGGQ2RM7N202DFE,2026-01-20T20:39:57.549417134Z,01KFEK9K1NH2GWDJ52FWQFNHFG,2026-01-20T20:59:43.549857782Z,12,2026-01-20T20:59:45.105896525Z,01KFEK9N08AJ7FBNJREFG7KQJT,2026-01-20T20:59:48.53143191Z,true,2026-01-20T20:59:44.823692667Z,true,2026-01-20T20:59:44.823692667Z,running,2026-01-20T20:59:46.762534091Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:57.431841665Z,noCG_cooperate,2026-01-20T20:39:57.431841665Z
01KFEJ5EAZECMGYE1T0RJ8FRC5,,,01KFEJ5E832Q64ZNG3ZKPXGHJ5,2026-01-20T20:39:59.071676527Z,false,2026-01-20T20:39:59.071676527Z,,,01KFEJ5EP71RQ6WCZ2XZE7AWRS,2026-01-20T20:39:59.434567203Z,,,,,,,false,2026-01-20T20:39:59.071676527Z,,,,,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:59.071676527Z,noCG_cooperate,2026-01-20T20:39:59.071676527Z
01KFEDCC2JDADMPT5RVP2N7S0X,2,2026-01-20T19:26:36.596386527Z,01KFEDCC1ZHDDN3CP9JWF4PGTF,2026-01-20T19:16:23.25013837Z,true,2026-01-20T19:29:26.25734734Z,end of game,2026-01-20T19:29:26.268875982Z,01KFEDCC4KYG3E2R8C0EQQ564Z,2026-01-20T19:16:23.317432192Z,01KFEDSZ8BF4DHHP051XK0W78T,2026-01-20T19:23:48.88211344Z,12,2026-01-20T19:26:36.634863417Z,null,2026-01-20T19:29:26.25734734Z,true,2026-01-20T19:26:36.596386527Z,true,2026-01-20T19:26:36.596386527Z,ended,2026-01-20T19:29:26.268875982Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.25013837Z,CG_selfish,2026-01-20T19:16:23.25013837Z
01KFEHA25EG11J6M1P1M985HHW,,,01KFEHA20TFYVSSENV0N2723W5,2026-01-20T20:25:01.870152878Z,false,2026-01-20T20:25:01.870152878Z,shared lobby timeout,2026-01-20T20:39:04.836538333Z,01KFEHA2B45X9NBE0FZVWP5MSH,2026-01-20T20:25:02.063847092Z,01KFEHTMCVRVE6K9075M55D9QZ,2026-01-20T20:34:04.832982866Z,,,,,false,2026-01-20T20:25:01.870152878Z,,,failed,2026-01-20T20:39:04.836538333Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.870152878Z,CG_cooperate,2026-01-20T20:25:01.870152878Z
01KFEHA25NESP3C46R1STZWY67,2,2026-01-20T20:29:13.67144798Z,01KFEHA20TFYVSSENV0N2723W5,2026-01-20T20:25:01.877389111Z,true,2026-01-20T20:31:17.71923203Z,end of game,2026-01-20T20:31:17.765918343Z,01KFEHA278WYB42J3B0SQG0P0Z,2026-01-20T20:25:01.93258728Z,01KFEHHQ89JVPNJRWX59KCCGZ3,2026-01-20T20:29:12.845780619Z,12,2026-01-20T20:29:13.730867289Z,null,2026-01-20T20:31:17.71923203Z,true,2026-01-20T20:29:13.67144798Z,true,2026-01-20T20:29:13.67144798Z,ended,2026-01-20T20:31:17.765918343Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.877389111Z,noCG_selfish,2026-01-20T20:25:01.877389111Z
01KFEHAM4AZFDTAG8DR1VA4141,2,2026-01-20T20:48:14.906455432Z,01KFEHAM0SBSN9QYCK4NGJTWCC,2026-01-20T20:25:20.266384879Z,true,2026-01-20T20:54:03.109687969Z,end of game,2026-01-20T20:54:03.163350649Z,01KFEHAM8SP0KJ2GV0BQKNYJGZ,2026-01-20T20:25:20.413422437Z,01KFEJJYJ194W1ZM2PN0MRE1YF,2026-01-20T20:47:21.675197143Z,12,2026-01-20T20:48:15.245921656Z,null,2026-01-20T20:54:03.109687969Z,true,2026-01-20T20:48:14.906455432Z,true,2026-01-20T20:48:14.906455432Z,ended,2026-01-20T20:54:03.163350649Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.266384879Z,noCG_selfish,2026-01-20T20:25:20.266384879Z
01KFEJ5C9TA7ZE3V3TA0C9309P,2,2026-01-20T20:50:17.06571229Z,01KFEJ5C7H3Z5SGPPT0TCGAEB2,2026-01-20T20:39:56.986698499Z,true,2026-01-20T20:55:37.822626924Z,disconnected,2026-01-20T20:55:37.709610265Z,01KFEJ5CND90FA02E2P8CMG1ZW,2026-01-20T20:39:57.361136199Z,01KFEJR9FGEP1B647RTKJ658E9,2026-01-20T20:50:16.698689288Z,12,2026-01-20T20:50:17.207629226Z,null,2026-01-20T20:55:37.822626924Z,true,2026-01-20T20:50:17.06571229Z,true,2026-01-20T20:50:17.06571229Z,ended,2026-01-20T20:55:37.709610265Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:56.986698499Z,noCG_selfish,2026-01-20T20:39:56.986698499Z
01KFEJ5DPFFD934S0E2GQ1B9RR,2,2026-01-20T20:51:58.068613189Z,01KFEJ5DKDD8ED3R70AXWWV7TA,2026-01-20T20:39:58.415393471Z,true,2026-01-20T20:54:39.827419326Z,end of game,2026-01-20T20:54:39.880237523Z,01KFEJ5DZH5SAPM4YPQJJDTZFD,2026-01-20T20:39:58.709437682Z,01KFEJTTQX4AE7JAMA1Q0NQ9FQ,2026-01-20T20:51:39.907462121Z,12,2026-01-20T20:51:58.4095791Z,null,2026-01-20T20:54:39.827419326Z,true,2026-01-20T20:51:58.068613189Z,true,2026-01-20T20:51:58.068613189Z,ended,2026-01-20T20:54:39.880237523Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:58.415393471Z,noCG_selfish,2026-01-20T20:39:58.415393471Z
01KFEDCCHGZS8158VZT1VNQ5XE,,,01KFEDCCH0VMFH7P25F40PD43N,2026-01-20T19:16:23.729019464Z,false,2026-01-20T19:16:23.729019464Z,shared lobby timeout,2026-01-20T19:40:32.327713517Z,01KFEDCCJEF19X65DRBJ1YBTCG,2026-01-20T19:16:23.760363949Z,01KFEEFDKQKHYETBJSVVMKR4JW,2026-01-20T19:35:31.708173293Z,,,,,false,2026-01-20T19:16:23.729019464Z,,,failed,2026-01-20T19:40:32.327713517Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.729019464Z,noCG_selfish,2026-01-20T19:16:23.729019464Z
01KFEHAKMDAJRN7M0QA4VDJCGY,2,2026-01-20T20:38:32.129357547Z,01KFEHAKK9QMW81MWT2FF1CSZA,2026-01-20T20:25:19.757875144Z,true,2026-01-20T20:44:01.489786554Z,end of game,2026-01-20T20:44:01.529818389Z,01KFEHAKS6FRKWSMEB2JHXKXQA,2026-01-20T20:25:19.912524095Z,01KFEJ01RWYP3CQ8752MB7WJHN,2026-01-20T20:37:02.369571556Z,12,2026-01-20T20:38:32.223561112Z,null,2026-01-20T20:44:01.489786554Z,true,2026-01-20T20:38:32.129357547Z,true,2026-01-20T20:38:32.129357547Z,ended,2026-01-20T20:44:01.529818389Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:19.757875144Z,CG_selfish,2026-01-20T20:25:19.757875144Z
