id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01KFEKHXM311HQGFD661SJP659,2,2026-01-20T21:22:32.881474934Z,01KFEKHPGYTA3NV92JW708KDS3,2026-01-20T21:04:16.515781745Z,true,2026-01-20T21:29:49.209938926Z,disconnected,2026-01-20T21:29:48.910971563Z,01KFEKJ2ECRVN9TPK6A0A6AKH7,2026-01-20T21:04:21.458160782Z,01KFEMKCB9H4HF05JPW00SJGW6,2026-01-20T21:22:32.948500123Z,12,2026-01-20T21:22:34.158996134Z,null,2026-01-20T21:29:49.209938926Z,true,2026-01-20T21:22:32.881474934Z,true,2026-01-20T21:22:32.881474934Z,ended,2026-01-20T21:29:48.910971563Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:16.515781745Z,CG_selfish,2026-01-20T21:04:16.515781745Z
01KFEHAM45R1366856G6A2WGHZ,2,2026-01-20T20:43:12.856949452Z,01KFEHAM0SBSN9QYCK4NGJTWCC,2026-01-20T20:25:20.261163434Z,true,2026-01-20T20:48:47.556737183Z,end of game,2026-01-20T20:48:47.605164301Z,01KFEHAM76370SGZXKGQVKPH2R,2026-01-20T20:25:20.361654817Z,01KFEJB7QFQ5GMC9CP4R35WE5E,2026-01-20T20:43:08.918378256Z,12,2026-01-20T20:43:12.97426065Z,null,2026-01-20T20:48:47.556737183Z,true,2026-01-20T20:43:12.856949452Z,true,2026-01-20T20:43:12.856949452Z,ended,2026-01-20T20:48:47.605164301Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.261163434Z,noCG_cooperate,2026-01-20T20:25:20.261163434Z
01KFEJ5D5EZSQZ1FHTABW8Z6HQ,2,2026-01-20T21:03:56.970461969Z,01KFEJ5D47V2DPV4P7KW69CWA7,2026-01-20T20:39:57.870560881Z,true,2026-01-20T21:10:33.619854674Z,end of game,2026-01-20T21:10:33.762561197Z,01KFEJ5D8YPC3AZW0V6G6SRMDX,2026-01-20T20:39:57.986493922Z,01KFEK9XCJSJA2V8YSQCV3JDG7,2026-01-20T20:59:54.139909635Z,12,2026-01-20T21:03:57.447606246Z,null,2026-01-20T21:10:33.619854674Z,true,2026-01-20T21:03:56.970461969Z,true,2026-01-20T21:03:56.970461969Z,ended,2026-01-20T21:10:33.762561197Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:57.870560881Z,CG_cooperate,2026-01-20T20:39:57.870560881Z
01KFEJ5EAZECMGYE1T0RJ8FRC5,2,2026-01-20T21:06:04.637034789Z,01KFEJ5E832Q64ZNG3ZKPXGHJ5,2026-01-20T20:39:59.071676527Z,true,2026-01-20T21:06:29.059006697Z,disconnected,2026-01-20T21:06:28.542775156Z,01KFEJ5EP71RQ6WCZ2XZE7AWRS,2026-01-20T20:39:59.434567203Z,01KFEKMT5YFR7E81MYC05S8ZG4,2026-01-20T21:05:51.308775631Z,12,2026-01-20T21:06:05.416310749Z,null,2026-01-20T21:06:29.059006697Z,true,2026-01-20T21:06:04.637034789Z,true,2026-01-20T21:06:04.637034789Z,ended,2026-01-20T21:06:28.542775156Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:59.071676527Z,noCG_cooperate,2026-01-20T20:39:59.071676527Z
01KFEKHW3K0MKRMNBHCXMKRP1H,2,2026-01-20T21:13:57.764803964Z,01KFEKHP5PHVKCA3W59M54X4HD,2026-01-20T21:04:14.963644259Z,true,2026-01-20T21:15:41.014302967Z,disconnected,2026-01-20T21:15:40.819494615Z,01KFEKJ0KF0CE0TNT5F1NA6302,2026-01-20T21:04:19.577323114Z,01KFEM0RZMKMJKP8DK6ZQZ7S3W,2026-01-20T21:12:23.29374361Z,12,2026-01-20T21:13:58.466834211Z,null,2026-01-20T21:15:41.014302967Z,true,2026-01-20T21:13:57.764803964Z,true,2026-01-20T21:13:57.764803964Z,ended,2026-01-20T21:15:40.819494615Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:14.963644259Z,CG_selfish,2026-01-20T21:04:14.963644259Z
01KFEKHY7CSHQD9D28VJYVHYAG,2,2026-01-20T21:09:00.116907169Z,01KFEKHPNF8Z2VV0G8FN5RQ3SV,2026-01-20T21:04:17.132995408Z,true,2026-01-20T21:13:01.382671241Z,disconnected,2026-01-20T21:13:01.143896548Z,01KFEKJ38HCA8773BZ4QEGX28S,2026-01-20T21:04:22.298820928Z,01KFEKSAS9T1V04XQS7FC3M6HP,2026-01-20T21:08:19.378440773Z,12,2026-01-20T21:09:00.933477555Z,null,2026-01-20T21:13:01.382671241Z,true,2026-01-20T21:09:00.116907169Z,true,2026-01-20T21:09:00.116907169Z,ended,2026-01-20T21:13:01.143896548Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:17.132995408Z,noCG_cooperate,2026-01-20T21:04:17.132995408Z
01KFEKHZKRT77TCYW9QR636P3H,2,2026-01-20T21:31:46.970794698Z,01KFEKHQDC2K693XFM5ANS8DHE,2026-01-20T21:04:18.55290609Z,true,2026-01-20T21:37:26.079916151Z,end of game,2026-01-20T21:37:41.045539282Z,01KFEKJ89C5Q5XZZHG7S2FNW6F,2026-01-20T21:04:27.445829396Z,01KFEN459ESJM9EWKHV7KTM8EB,2026-01-20T21:31:42.779308161Z,12,2026-01-20T21:31:48.655931547Z,null,2026-01-20T21:37:26.079916151Z,true,2026-01-20T21:31:46.970794698Z,true,2026-01-20T21:31:46.970794698Z,ended,2026-01-20T21:37:41.045539282Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:18.55290609Z,noCG_cooperate,2026-01-20T21:04:18.55290609Z
01KFEMKRPZYJF164H4WPC91Z5Y,,,01KFEMKF0GR6CF0MEQZS4M5Z1Y,2026-01-20T21:22:45.59951842Z,false,2026-01-20T21:22:45.59951842Z,,,01KFEMM2KHVYR75ZRGZ0D0Y633,2026-01-20T21:22:55.743291202Z,,,,,,,false,2026-01-20T21:22:45.59951842Z,,,,,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:22:45.59951842Z,CG_selfish,2026-01-20T21:22:45.59951842Z
01KFEHAKXRHSJ1AHAHDK0DQA4P,2,2026-01-20T20:42:25.711403333Z,01KFEHAKWNS08RQENHQ36ND5GA,2026-01-20T20:25:20.056874209Z,true,2026-01-20T20:45:05.292328882Z,disconnected,2026-01-20T20:45:05.022690967Z,01KFEHAM1YAZ12YCGACMJVMV1H,2026-01-20T20:25:20.193377207Z,01KFEJ9B9VNFKKF2HVGRVE7DS8,2026-01-20T20:42:07.041233868Z,12,2026-01-20T20:42:25.841659827Z,null,2026-01-20T20:45:05.292328882Z,true,2026-01-20T20:42:25.711403333Z,true,2026-01-20T20:42:25.711403333Z,ended,2026-01-20T20:45:05.022690967Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.056874209Z,noCG_cooperate,2026-01-20T20:25:20.056874209Z
01KFEKHZBEEPDRHKRQPWCS3SGH,2,2026-01-20T21:27:10.802587023Z,01KFEKHQ6RN01KDJ4QSDZAWPPS,2026-01-20T21:04:18.286258983Z,true,2026-01-20T21:34:53.669445523Z,end of game,2026-01-20T21:34:53.863934012Z,01KFEKJ7E9231XC86BVFXAB1RB,2026-01-20T21:04:26.580067641Z,01KFEMVCZP4H9Z7NJGQK5E9H8Y,2026-01-20T21:26:55.756578925Z,12,2026-01-20T21:27:11.317969316Z,null,2026-01-20T21:34:53.669445523Z,true,2026-01-20T21:27:10.802587023Z,true,2026-01-20T21:27:10.802587023Z,ended,2026-01-20T21:34:53.863934012Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:18.286258983Z,CG_selfish,2026-01-20T21:04:18.286258983Z
01KFEHA1YZ8ZAAQFH3AAV34XZC,2,2026-01-20T20:32:51.306817014Z,01KFEHA1W0DBA89GCQ87GA4EG5,2026-01-20T20:25:01.663501852Z,true,2026-01-20T20:38:08.915914337Z,disconnected,2026-01-20T20:38:08.799259203Z,01KFEHA213T67WCHDY9BCAEGZH,2026-01-20T20:25:01.733768325Z,01KFEHQWJ26RS6T3FF0DX47AW1,2026-01-20T20:32:34.889059606Z,12,2026-01-20T20:32:51.360993379Z,null,2026-01-20T20:38:08.915914337Z,true,2026-01-20T20:32:51.306817014Z,true,2026-01-20T20:32:51.306817014Z,ended,2026-01-20T20:38:08.799259203Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.663501852Z,CG_cooperate,2026-01-20T20:25:01.663501852Z
01KFEHA25NESP3C46R1STZWY67,2,2026-01-20T20:29:13.67144798Z,01KFEHA20TFYVSSENV0N2723W5,2026-01-20T20:25:01.877389111Z,true,2026-01-20T20:31:17.71923203Z,end of game,2026-01-20T20:31:17.765918343Z,01KFEHA278WYB42J3B0SQG0P0Z,2026-01-20T20:25:01.93258728Z,01KFEHHQ89JVPNJRWX59KCCGZ3,2026-01-20T20:29:12.845780619Z,12,2026-01-20T20:29:13.730867289Z,null,2026-01-20T20:31:17.71923203Z,true,2026-01-20T20:29:13.67144798Z,true,2026-01-20T20:29:13.67144798Z,ended,2026-01-20T20:31:17.765918343Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.877389111Z,noCG_selfish,2026-01-20T20:25:01.877389111Z
01KFEHAKM3JNAB6T75AF59R2WG,2,2026-01-20T20:42:48.882550435Z,01KFEHAKK9QMW81MWT2FF1CSZA,2026-01-20T20:25:19.747960069Z,true,2026-01-20T20:46:01.594055691Z,disconnected,2026-01-20T20:46:01.502303816Z,01KFEHAKNVAG8NRSKTBZGMSZKZ,2026-01-20T20:25:19.80596708Z,01KFEJ6VQP4TYQZKRKERQ6T11R,2026-01-20T20:40:45.568343143Z,12,2026-01-20T20:42:49.119535199Z,null,2026-01-20T20:46:01.594055691Z,true,2026-01-20T20:42:48.882550435Z,true,2026-01-20T20:42:48.882550435Z,ended,2026-01-20T20:46:01.502303816Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:19.747960069Z,CG_cooperate,2026-01-20T20:25:19.747960069Z
01KFEHAKXJ10EJRCGF487MPEAV,2,2026-01-20T20:47:13.451195278Z,01KFEHAKWNS08RQENHQ36ND5GA,2026-01-20T20:25:20.050365342Z,true,2026-01-20T20:52:55.047493607Z,disconnected,2026-01-20T20:52:54.815146499Z,01KFEHAKZ2N3Z6GH1ZQ2RXA641,2026-01-20T20:25:20.101109228Z,01KFEJJE9SGM910H67RKQNANAH,2026-01-20T20:47:05.022919295Z,12,2026-01-20T20:47:13.570363166Z,null,2026-01-20T20:52:55.047493607Z,true,2026-01-20T20:47:13.451195278Z,true,2026-01-20T20:47:13.451195278Z,ended,2026-01-20T20:52:54.815146499Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.050365342Z,noCG_selfish,2026-01-20T20:25:20.050365342Z
01KFEHAM4E8199449TR55KHGQP,,,01KFEHAM0SBSN9QYCK4NGJTWCC,2026-01-20T20:25:20.270596434Z,false,2026-01-20T20:25:20.270596434Z,shared lobby timeout,2026-01-20T20:45:28.088651888Z,01KFEHAMA548KW694BPJ56H85B,2026-01-20T20:25:20.455541209Z,01KFEJ6ANG3SR2KE87A2P8JP01,2026-01-20T20:40:28.087194162Z,,,,,false,2026-01-20T20:25:20.270596434Z,,,failed,2026-01-20T20:45:28.088651888Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.270596434Z,CG_selfish,2026-01-20T20:25:20.270596434Z
01KFEHAMATV7GY0NQF17M2P0MD,2,2026-01-20T20:48:06.900522114Z,01KFEHAM72H3ZNN8G0T2BCT79K,2026-01-20T20:25:20.474275Z,true,2026-01-20T20:54:46.902579567Z,end of game,2026-01-20T20:54:46.958305186Z,01KFEHAMCHJX5QEK8XZHCQAVMF,2026-01-20T20:25:20.531444775Z,01KFEJJ5JD77WV53ERRX9YGKNF,2026-01-20T20:46:56.083175364Z,12,2026-01-20T20:48:07.019225184Z,null,2026-01-20T20:54:46.902579567Z,true,2026-01-20T20:48:06.900522114Z,true,2026-01-20T20:48:06.900522114Z,ended,2026-01-20T20:54:46.958305186Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.474275Z,CG_cooperate,2026-01-20T20:25:20.474275Z
01KFEKHW1PWZQNY6DMSBS8BKV0,2,2026-01-20T21:06:15.850059351Z,01KFEKHP5PHVKCA3W59M54X4HD,2026-01-20T21:04:14.902466815Z,true,2026-01-20T21:09:52.73976162Z,disconnected,2026-01-20T21:09:52.224258464Z,01KFEKJ069A0X1BZ51Q1W0CYN1,2026-01-20T21:04:19.154722773Z,01KFEKNJ6A21DCEX5F7QCZR7R3,2026-01-20T21:06:15.892934703Z,12,2026-01-20T21:06:16.460506292Z,null,2026-01-20T21:09:52.73976162Z,true,2026-01-20T21:06:15.850059351Z,true,2026-01-20T21:06:15.850059351Z,ended,2026-01-20T21:09:52.224258464Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:14.902466815Z,CG_cooperate,2026-01-20T21:04:14.902466815Z
01KFEDC9FGZ2QQQ39YDAAVXSM4,2,2026-01-20T20:27:46.323561909Z,01KFEDC9EK94N2WNCHE5RRQHCJ,2026-01-20T19:16:20.59295352Z,true,2026-01-20T20:31:13.758945154Z,disconnected,2026-01-20T20:31:13.711146346Z,01KFEDC9GNW84G7VKWEZ1RV3Z3,2026-01-20T19:16:20.632245064Z,01KFEHE2P20WDED7VAN4VRJRZN,2026-01-20T20:27:13.480169151Z,12,2026-01-20T20:27:46.435718159Z,null,2026-01-20T20:31:13.758945154Z,true,2026-01-20T20:27:46.323561909Z,true,2026-01-20T20:27:46.323561909Z,ended,2026-01-20T20:31:13.711146346Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:20.59295352Z,noCG_selfish,2026-01-20T19:16:20.59295352Z
01KFEDCB139KMAVWQ3WS54614D,2,2026-01-20T19:27:24.067525658Z,01KFEDCB0G5KS91T4MD9JTDSA4,2026-01-20T19:16:22.179906509Z,true,2026-01-20T19:29:38.653962179Z,disconnected,2026-01-20T19:29:38.624034392Z,01KFEDCB28SE29HH8NDG837PA6,2026-01-20T19:16:22.219550322Z,01KFEDZ5JC2J7F82SY2RC7J4E8,2026-01-20T19:26:39.184220241Z,12,2026-01-20T19:27:24.109912803Z,null,2026-01-20T19:29:38.653962179Z,true,2026-01-20T19:27:24.067525658Z,true,2026-01-20T19:27:24.067525658Z,ended,2026-01-20T19:29:38.624034392Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:22.179906509Z,CG_selfish,2026-01-20T19:16:22.179906509Z
01KFEHA1QDYX27N1S60Z95NKD9,2,2026-01-20T20:32:31.125280609Z,01KFEHA1MRJDJA6FNTED28Z8HF,2026-01-20T20:25:01.421694496Z,true,2026-01-20T20:35:49.782299545Z,end of game,2026-01-20T20:35:49.809394638Z,01KFEHA1SSQXYAEPWDAH5KSPAA,2026-01-20T20:25:01.499531279Z,01KFEHQ2AG04EPK4H34YZH6W69,2026-01-20T20:32:08.02239884Z,12,2026-01-20T20:32:31.189109099Z,null,2026-01-20T20:35:49.782299545Z,true,2026-01-20T20:32:31.125280609Z,true,2026-01-20T20:32:31.125280609Z,ended,2026-01-20T20:35:49.809394638Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.421694496Z,CG_cooperate,2026-01-20T20:25:01.421694496Z
01KFEHAKXZ2D55CPVCZM6D4RJ0,2,2026-01-20T20:43:57.060059831Z,01KFEHAKWNS08RQENHQ36ND5GA,2026-01-20T20:25:20.06327346Z,true,2026-01-20T20:47:25.675872284Z,disconnected,2026-01-20T20:47:25.586631008Z,01KFEHAM364Q5E7S9GE2WZR4KD,2026-01-20T20:25:20.23291521Z,01KFEJB88NB8FFARWBGAYQ14H3,2026-01-20T20:43:09.466885191Z,12,2026-01-20T20:43:57.157899246Z,null,2026-01-20T20:47:25.675872284Z,true,2026-01-20T20:43:57.060059831Z,true,2026-01-20T20:43:57.060059831Z,ended,2026-01-20T20:47:25.586631008Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:20.06327346Z,CG_cooperate,2026-01-20T20:25:20.06327346Z
01KFEJ5C9TA7ZE3V3TA0C9309P,2,2026-01-20T20:50:17.06571229Z,01KFEJ5C7H3Z5SGPPT0TCGAEB2,2026-01-20T20:39:56.986698499Z,true,2026-01-20T20:55:37.822626924Z,disconnected,2026-01-20T20:55:37.709610265Z,01KFEJ5CND90FA02E2P8CMG1ZW,2026-01-20T20:39:57.361136199Z,01KFEJR9FGEP1B647RTKJ658E9,2026-01-20T20:50:16.698689288Z,12,2026-01-20T20:50:17.207629226Z,null,2026-01-20T20:55:37.822626924Z,true,2026-01-20T20:50:17.06571229Z,true,2026-01-20T20:50:17.06571229Z,ended,2026-01-20T20:55:37.709610265Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:56.986698499Z,noCG_selfish,2026-01-20T20:39:56.986698499Z
01KFEKHZ9SCZ02EGGWRNFEECG2,2,2026-01-20T21:20:14.651135794Z,01KFEKHQ6RN01KDJ4QSDZAWPPS,2026-01-20T21:04:18.233995999Z,true,2026-01-20T21:26:23.263990937Z,end of game,2026-01-20T21:26:23.450959355Z,01KFEKJ7NFVX8MBH400CBGETGE,2026-01-20T21:04:26.804676816Z,01KFEMF0EA2YV80GJAYY394X0J,2026-01-20T21:20:09.695444373Z,12,2026-01-20T21:20:15.672612909Z,null,2026-01-20T21:26:23.263990937Z,true,2026-01-20T21:20:14.651135794Z,true,2026-01-20T21:20:14.651135794Z,ended,2026-01-20T21:26:23.450959355Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:18.233995999Z,noCG_selfish,2026-01-20T21:04:18.233995999Z
01KFEMKTWF5SEQWR8YSJ25659T,,,01KFEMKFJ0DS96JFVBDWGQKE1B,2026-01-20T21:22:47.823414998Z,false,2026-01-20T21:22:47.823414998Z,,,01KFEMM3MY2P23TJ0AYMCT7HXH,2026-01-20T21:22:56.81113004Z,,,,,,,false,2026-01-20T21:22:47.823414998Z,,,,,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:22:47.823414998Z,CG_selfish,2026-01-20T21:22:47.823414998Z
01KFEDCCHGZS8158VZT1VNQ5XE,,,01KFEDCCH0VMFH7P25F40PD43N,2026-01-20T19:16:23.729019464Z,false,2026-01-20T19:16:23.729019464Z,shared lobby timeout,2026-01-20T19:40:32.327713517Z,01KFEDCCJEF19X65DRBJ1YBTCG,2026-01-20T19:16:23.760363949Z,01KFEEFDKQKHYETBJSVVMKR4JW,2026-01-20T19:35:31.708173293Z,,,,,false,2026-01-20T19:16:23.729019464Z,,,failed,2026-01-20T19:40:32.327713517Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.729019464Z,noCG_selfish,2026-01-20T19:16:23.729019464Z
01KFEDCCR5FQASZMM0KRVXE0BB,,,01KFEDCCQHYNX4NRQZ9PZZ2SNP,2026-01-20T19:16:23.94126612Z,false,2026-01-20T19:16:23.94126612Z,batch ended,2026-01-20T19:35:40.241401553Z,01KFEDCCT26Y9KJ0ZJWXV1VC8A,2026-01-20T19:16:24.003734808Z,,,,,,,false,2026-01-20T19:16:23.94126612Z,,,terminated,2026-01-20T19:35:40.241401553Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.94126612Z,noCG_cooperate,2026-01-20T19:16:23.94126612Z
01KFEJ5CRSNMMQKHYMFD35850B,2,2026-01-20T20:50:34.127871041Z,01KFEJ5CPJ5RGARFNN6Z0PCT4Q,2026-01-20T20:39:57.465905656Z,true,2026-01-20T20:57:24.925922701Z,end of game,2026-01-20T20:57:24.976364528Z,01KFEJ5CZTHPNJ8E1T8K5AA5Y8,2026-01-20T20:39:57.693835576Z,01KFEJRMYNSJW9ZR1F9D3P8KQB,2026-01-20T20:50:28.445013951Z,12,2026-01-20T20:50:34.27350123Z,null,2026-01-20T20:57:24.925922701Z,true,2026-01-20T20:50:34.127871041Z,true,2026-01-20T20:50:34.127871041Z,ended,2026-01-20T20:57:24.976364528Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:57.465905656Z,noCG_selfish,2026-01-20T20:39:57.465905656Z
01KFEKPAMYTPTHG18NNBGJJK2X,,,01KFEKP90DN3N51AVE1856PVFP,2026-01-20T21:06:40.926199348Z,false,2026-01-20T21:06:40.926199348Z,,,01KFEKPCXGXYD3F0X9VYVKD553,2026-01-20T21:06:43.259666513Z,,,,,,,false,2026-01-20T21:06:40.926199348Z,,,,,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:06:40.926199348Z,noCG_cooperate,2026-01-20T21:06:40.926199348Z
01KFEHA1QYV2E8SAEFNEHYNVTN,2,2026-01-20T20:33:30.005997384Z,01KFEHA1MRJDJA6FNTED28Z8HF,2026-01-20T20:25:01.438486673Z,true,2026-01-20T20:36:57.953122058Z,end of game,2026-01-20T20:36:57.981210189Z,01KFEHA1WEFY08ZG8XW1X2M7X3,2026-01-20T20:25:01.585625397Z,01KFEHS0QER31548Y9A99Z5VQR,2026-01-20T20:33:11.922653649Z,12,2026-01-20T20:33:30.216612255Z,null,2026-01-20T20:36:57.953122058Z,true,2026-01-20T20:33:30.005997384Z,true,2026-01-20T20:33:30.005997384Z,ended,2026-01-20T20:36:57.981210189Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T20:25:01.438486673Z,CG_selfish,2026-01-20T20:25:01.438486673Z
01KFEJ5CR34Y85488XX0EC4SX7,2,2026-01-20T20:58:00.190296176Z,01KFEJ5CPJ5RGARFNN6Z0PCT4Q,2026-01-20T20:39:57.443260258Z,true,2026-01-20T21:00:04.809154313Z,disconnected,2026-01-20T21:00:04.675549134Z,01KFEJ5CXPB0YWEEG8Z0X18QQ7,2026-01-20T20:39:57.62647039Z,01KFEK5V42HAMDNYSHX1KBPAWX,2026-01-20T20:57:40.751866551Z,12,2026-01-20T20:58:00.665436427Z,null,2026-01-20T21:00:04.809154313Z,true,2026-01-20T20:58:00.190296176Z,true,2026-01-20T20:58:00.190296176Z,ended,2026-01-20T21:00:04.675549134Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:39:57.443260258Z,CG_cooperate,2026-01-20T20:39:57.443260258Z
01KFEKHYN1RVJ1XWXCK4AJ63CY,2,2026-01-20T21:25:32.430955873Z,01KFEKHPXA861Q1DG96X1DM2E6,2026-01-20T21:04:17.569551831Z,true,2026-01-20T21:27:06.516591361Z,disconnected,2026-01-20T21:27:06.067135477Z,01KFEKJ6NMM3XJYS5NH4SGV5N0,2026-01-20T21:04:25.790303859Z,01KFEMQ3ZA96SM8E0P9BHJ990B,2026-01-20T21:24:35.452914477Z,12,2026-01-20T21:25:33.486137994Z,null,2026-01-20T21:27:06.516591361Z,true,2026-01-20T21:25:32.430955873Z,true,2026-01-20T21:25:32.430955873Z,ended,2026-01-20T21:27:06.067135477Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:17.569551831Z,CG_selfish,2026-01-20T21:04:17.569551831Z
01KFEKHZ77YZ8G0WM899922VB5,2,2026-01-20T21:34:55.25519308Z,01KFEKHQ6RN01KDJ4QSDZAWPPS,2026-01-20T21:04:18.15202974Z,true,2026-01-20T21:42:16.91752949Z,disconnected,2026-01-20T21:42:16.56315588Z,01KFEKJ77YHENG7TDB69NE7PSA,2026-01-20T21:04:26.375463255Z,01KFEN9SCT8Y14EAWTYHCZZCJR,2026-01-20T21:34:47.220697253Z,12,2026-01-20T21:34:56.714558233Z,null,2026-01-20T21:42:16.91752949Z,true,2026-01-20T21:34:55.25519308Z,true,2026-01-20T21:34:55.25519308Z,ended,2026-01-20T21:42:16.56315588Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:04:18.15202974Z,CG_cooperate,2026-01-20T21:04:18.15202974Z
01KFEDCC2JDADMPT5RVP2N7S0X,2,2026-01-20T19:26:36.596386527Z,01KFEDCC1ZHDDN3CP9JWF4PGTF,2026-01-20T19:16:23.25013837Z,true,2026-01-20T19:29:26.25734734Z,end of game,2026-01-20T19:29:26.268875982Z,01KFEDCC4KYG3E2R8C0EQQ564Z,2026-01-20T19:16:23.317432192Z,01KFEDSZ8BF4DHHP051XK0W78T,2026-01-20T19:23:48.88211344Z,12,2026-01-20T19:26:36.634863417Z,null,2026-01-20T19:29:26.25734734Z,true,2026-01-20T19:26:36.596386527Z,true,2026-01-20T19:26:36.596386527Z,ended,2026-01-20T19:29:26.268875982Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T19:16:23.25013837Z,CG_selfish,2026-01-20T19:16:23.25013837Z
